"Device","Time","HR","HRV15"
0,0.684396982193,36.3746589876,873038.25
0,2.53213000298,39.914468995,842846.168367
0,4.75207614899,52.6546731022,61172.8214286
0,7.7124710083,55.2449852022,3531.06632653
0,9.56231617928,55.042264596,2690.49489796
0,11.7821600437,55.8176623031,1644.49489796
0,13.6321530342,56.206088993,1300.25
0,15.8521251678,56.5237870937,1822.25
0,17.7023210526,57.7676913555,4219.80102041
0,19.5525109768,57.9430226944,3962.53571429
0,21.772080183,57.0303482925,6632.49489796
0,23.6223340034,56.7375886525,6533.67857143
0,25.8423140049,61.7601646938,50536.25
0,27.692412138,62.0338232036,50556.4540816
0,29.5423800945,61.6513761468,51165.8826531
0,31.7624130249,59.8759712025,53169.3520408
0,33.6124069691,59.5027272083,54375.2295918
0,35.8323841095,59.9785790789,51960.9438776
0,37.6822910309,59.9614533514,51976.6581633
0,39.5322840214,55.728786572,3466.94387755
0,41.7536411285,55.2159337409,2994.08673469
0,43.6025490761,54.1760722348,1851.10714286
0,45.8226079941,53.9256596264,1629.22959184
0,47.6723129749,54.7837996478,2131.31122449
0,49.5225141048,55.8325024925,3391.80102041
0,51.7423560619,56.6304860783,4313.96428571
0,53.5925290585,56.5847086561,4334.65816327
0,55.8127081394,56.4933754792,3999.06632653
0,57.6623620987,56.9221386461,2832.20918367
0,59.5124461651,57.1545213309,2533.31122449
0,61.7324681282,56.7989722091,3193.51530612
0,63.5823810101,55.9366051808,2417.80102041
0,65.8027911186,55.0134258956,1915.80102041
0,67.6525499821,54.4711756695,698.25
0,69.5025231838,54.5135959504,932.086734694
0,71.7229001522,54.612834016,1029.51530612
0,74.6828451157,54.8267084394,1422.37244898
0,76.5327510834,55.4345674124,1448.08673469
0,78.7526061535,55.3469065033,1477.6377551
0,80.6028251648,55.5371900826,1122.65816327
0,83.5628530979,56.0261455346,774.780612245
0,85.7831110954,56.5542314684,1777.35204082
0,87.6340210438,57.1700809909,1907.96428571
0,89.4828560352,56.7989722091,2011.80102041
0,91.7026760578,56.9530137636,2174.25
0,94.6626281738,57.7359268678,1433.59693878
0,96.5127570629,58.3292826887,1298.94387755
0,98.7328879833,58.0070437125,979.515306122
0,100.582937956,57.2480065426,1415.92346939
0,102.802757978,57.4830630261,1764.45408163
0,104.652717113,58.6060140934,2855.88265306
0,106.503988981,58.8358898928,3056.45408163
0,108.722859144,59.9101347978,3871.96428571
0,110.573404074,60.549268363,4490.78061224
0,112.793116093,60.7594936709,4145.96428571
0,114.643121958,61.8329039382,1972.65816327
0,116.492922068,62.1623621698,1430.45408163
0,118.712970018,61.0775830728,2174.94387755
0,120.56319809,60.444700295,2812.08673469
0,122.78295207,59.0675761198,2847.31122449
0,124.632882118,58.135511108,1649.6377551
0,126.482923031,57.8950995934,1718.65816327
0,128.702752113,57.5776269792,1259.06632653
0,130.553001165,57.0303482925,1117.6377551
0,132.773292065,56.7682638373,445.352040816
0,134.626677036,59.5364660855,18790.1683673
0,136.472937107,63.9610142389,37856.7806122
0,138.692955971,65.2528548124,35590.5357143
0,140.542801142,66.1365246831,33305.0255102
0,142.763195992,67.410320199,29469.9234694
0,144.613131046,68.6218446205,26617.8010204
0,146.46323514,68.065796937,26782.25
0,148.683139086,62.5884807391,2822.65816327
0,150.532943964,61.2200276948,2982.78061224
0,152.753036976,63.3245382586,20600.25
0,154.60295105,66.4925195915,37657.8010204
0,156.453176022,67.2161318716,40153.8010204
0,158.673184156,68.7566505689,57301.8010204
0,160.523069143,inf,0.0
0,162.743096113,inf,0.0
