"Device","Time","HR","HRV15"
0,1.32607793808,76.1973875181,134819.673469
0,3.48594093323,76.1973875181,134819.673469
0,6.44588398933,76.1973875181,134819.673469
0,8.29599905014,50.8351488744,2371074.77551
0,10.5159220695,50.8351488744,2371074.77551
0,12.366412878,50.8351488744,2371074.77551
0,14.2160019875,50.8351488744,2371074.77551
0,16.4361548424,37.3200639773,4643285.06122
0,18.2859148979,37.3200639773,4643285.06122
0,20.5058789253,32.930845225,5002060.57143
0,22.3563630581,30.4171494786,5060095.10204
0,24.2112159729,29.5234078448,5002240.4898
0,26.4261510372,29.2927883945,4954331.91837
0,28.2763009071,29.2112950341,4910593.14286
0,30.4960289001,27.2444213804,4460815.34694
0,32.3460879326,26.8920476373,4384244.97959
0,34.5659649372,32.2135296825,2923228.81633
0,36.4165718555,49.3537015276,346202.204082
0,38.266010046,60.2236879839,1815.91836735
0,40.4861009121,61.099796334,4024.57142857
0,42.3361558914,62.5372245384,8481.95918367
0,45.2962110043,62.4442462087,8343.26530612
0,47.516092062,62.9874025195,7531.10204082
0,49.3668370247,63.5593220339,6925.71428571
0,51.2163338661,64.4171779141,6356.24489796
0,53.436109066,64.3776824034,6123.42857143
0,55.2860109806,62.9685157421,3723.83673469
0,57.5060448647,61.6559013506,2483.26530612
0,59.3562629223,63.7716368053,22823.2653061
