"Device","Time","HR","HRV15"
0,0.916661024094,38.5940730531,2903575.80102
0,2.76454997063,38.5940730531,2903575.80102
0,4.98447799683,38.5940730531,2903575.80102
0,6.83450603485,46.1006530926,2628698.82143
0,8.68445110321,46.1006530926,2628698.82143
0,10.9045650959,51.5432288151,2648154.78061
0,12.7545340061,51.5432288151,2648154.78061
0,14.9745180607,45.1782929059,2736743.35204
0,16.8245480061,81.4190171562,644636.780612
0,18.6745650768,81.4190171562,644636.780612
0,20.896239996,60.4621032174,1218000.94388
0,22.0046429634,60.4621032174,1218000.94388
0,22.74457407,60.4621032174,1218000.94388
0,23.8550601006,53.953368874,1752833.06633
0,24.965141058,53.953368874,1752833.06633
0,25.7050139904,53.953368874,1752833.06633
0,26.8149359226,53.953368874,1752833.06633
0,27.9262890816,53.953368874,1752833.06633
0,28.6675360203,41.5245439715,2707800.20918
0,29.7750248909,41.5245439715,2707800.20918
0,30.8850491047,41.5245439715,2707800.20918
0,31.997535944,41.5245439715,2707800.20918
0,32.7350969315,41.5245439715,2707800.20918
0,33.8451209068,42.7938254623,2786957.35204
0,34.9585490227,42.7938254623,2786957.35204
0,35.6950960159,39.2578398841,2708606.08673
0,36.805177927,38.2356957531,2632601.31122
0,37.9149539471,37.3051472221,2545329.51531
0,38.6550779343,36.2866646507,2444577.10714
0,39.7650198936,38.4527351797,2319845.51531
0,40.875056982,40.1433691756,2409967.80102
0,41.9851419926,40.1433691756,2409967.80102
0,42.7251698971,40.1433691756,2409967.80102
0,43.8347260952,40.1433691756,2409967.80102
0,44.945152998,49.235097591,1875168.37245
0,45.6852469444,49.235097591,1875168.37245
0,46.7951500416,49.235097591,1875168.37245
0,47.9051430225,49.235097591,1875168.37245
0,48.652700901,49.235097591,1875168.37245
0,49.7551219463,49.235097591,1875168.37245
0,50.8651309013,68.7566505689,785021.229592
0,51.9752519131,68.7566505689,785021.229592
0,52.7152099609,56.0112022404,1030483.88265
0,53.8252379894,62.9449231922,983098.454082
0,54.9352250099,62.9449231922,983098.454082
0,56.0452311039,62.9449231922,983098.454082
0,56.7852489948,55.4785020804,1172099.96429
0,57.8951280117,55.4785020804,1172099.96429
0,59.005177021,55.4785020804,1172099.96429
0,59.7451879978,55.4785020804,1172099.96429
0,60.8552129269,55.4785020804,1172099.96429
0,61.9652779102,43.332473562,2163940.08673
0,62.7052071095,43.332473562,2163940.08673
0,63.8152780533,43.332473562,2163940.08673
0,64.9252610207,43.332473562,2163940.08673
0,65.6652328968,36.0190386347,2833501.88265
0,66.7751200199,36.0190386347,2833501.88265
0,67.8852040768,36.0190386347,2833501.88265
0,68.9951469898,36.0190386347,2833501.88265
0,69.7351849079,36.0190386347,2833501.88265
0,70.8452000618,30.8993930476,3362988.16837
0,71.9552059174,30.8993930476,3362988.16837
0,72.6952810287,30.8993930476,3362988.16837
0,73.8052899837,30.8993930476,3362988.16837
0,74.9153649807,30.8993930476,3362988.16837
0,75.6554379463,27.0331155666,3760317.96429
