"Device","Time","HR","HRV15"
0,0.259129047394,155.988857939,1031193.51531
0,1.36755299568,101.143889223,1436269.02551
0,2.47539401054,89.7052541649,1420908.12245
0,3.21563220024,80.122090805,1397090.97959
0,4.32556819916,72.4950375421,1359785.94388
0,5.43545198441,65.9806770874,1311329.37245
0,6.17544913292,60.5449041372,1249496.57143
0,7.28590011597,56.1272217025,1173992.57143
0,8.39537405968,56.1272217025,1173992.57143
0,9.50565719604,52.2485538347,1086195.22959
0,10.2458481789,49.560446044,1022476.94388
0,11.3553380966,47.2733412122,953253.882653
0,12.4656322002,45.5704443118,905357.80102
0,13.2054340839,53.9256596264,336610.943878
0,14.315746069,65.131425913,121035.02551
0,15.4256751537,63.5737531219,133878.168367
0,16.1654500961,63.8831850331,132538.739796
0,17.2754590511,64.2742367434,131091.392857
0,18.3853471279,69.3240901213,140574.25
0,19.4958090782,69.3240901213,140574.25
0,20.23579216,74.2246178316,148786.086735
0,21.3462350368,71.3254648892,182248.739796
0,23.1956210136,67.3886883273,235049.229592
