"Device","Time","HR","HRV15"
0,0.812948226929,88.898296116,78634.2091837
0,2.66066217422,85.8106037389,81507.3112245
0,4.51117110252,94.3714189417,71705.0255102
0,6.73134422302,85.5658551492,95238.4540816
0,8.58093810081,inf,0.0
0,10.8008491993,inf,0.0
0,12.6509962082,inf,0.0
0,14.5011191368,inf,0.0
0,16.720908165,inf,0.0
0,18.5713632107,inf,0.0
0,20.7934291363,inf,0.0
0,22.6408472061,inf,0.0
0,24.4910540581,inf,0.0
0,26.7109911442,inf,0.0
0,28.5611181259,inf,0.0
0,30.7809500694,inf,0.0
0,32.6309740543,inf,0.0
0,34.4810171127,inf,0.0
0,36.7010211945,inf,0.0
0,38.5510530472,inf,0.0
0,40.7711720467,inf,0.0
