"Device","Time","HR","HRV15"
0,1344382608.11,52.2843271505,3073356.67347
0,1344382609.21,52.8501321253,3093397.4898
0,1344382611.06,50.0417014178,3263779.85714
0,1344382612.91,55.1977920883,3139249.57143
0,1344382615.14,48.4373198016,3062319.77551
0,1344382616.98,48.4373198016,3062319.77551
0,1344382619.2,42.7655024947,3167838.14286
0,1344382621.05,38.5887541345,3117443.26531
0,1344382622.91,35.9650625107,2990954.20408
0,1344382625.13,48.4764542936,692378.77551
0,1344382626.97,56.0448358687,599893.959184
0,1344382629.19,59.3387962701,613783.265306
0,1344382631.05,55.1905387648,768041.55102
