"Device","Time","HR","HRV15"
0,0.634745836258,60.4795161639,5261.06632653
0,2.85241985321,59.217483257,5043.59693878
0,4.70231080055,57.7835867098,2310.94387755
0,6.55203700066,58.3292826887,2728.65816327
0,8.77249884605,58.9680589681,2433.10714286
0,10.6221439838,58.8853838065,2287.35204082
0,12.8423027992,58.2322357019,2477.22959184
0,14.692373991,58.4591829633,2149.22959184
0,16.5416038036,59.0011940718,1830.49489796
0,17.6520040035,59.1674297387,1696.20918367
0,18.7619819641,59.4690265487,1567.6377551
0,19.5020008087,59.1174607643,1676.49489796
0,20.6119999886,58.52435031,1592.73979592
0,21.7221319675,58.1677169171,1676.25
0,22.8320429325,58.0070437125,1602.37244898
0,23.5719490051,57.975015529,1515.92346939
0,24.6819739342,58.1677169171,2017.96428571
0,25.7920258045,58.3292826887,1875.51530612
0,26.5319788456,58.655121849,1804.49489796
0,27.6420328617,59.0343664347,1996.94387755
0,28.7520749569,59.6887657216,2727.59693878
0,29.8620738983,60.3404927807,4308.08673469
0,30.6021258831,61.0598240896,5772.37244898
0,31.7121288776,61.3631382862,5725.88265306
0,32.8221828938,60.7946732286,6999.35204082
0,33.5619797707,60.5667315596,7743.80102041
0,34.6720309258,60.3925515853,8406.25
0,35.7820677757,60.2712204922,8800.25
0,36.5221278667,60.5143721634,8652.25
0,37.6321218014,60.444700295,8604.08673469
0,38.7421457767,60.6541988591,9145.31122449
0,39.8517739773,61.2378800029,9437.59693878
0,40.592140913,61.6151984156,9759.0255102
0,41.7046689987,61.7238592108,9847.92346939
0,42.8120470047,61.7238592108,9847.92346939
0,43.5521769524,61.6875963869,9713.80102041
0,44.6621007919,62.3654317321,11715.0663265
0,45.7720489502,64.0,11999.3928571
0,46.5121138096,65.5175103346,10420.4540816
0,47.6221239567,66.1157024793,7796.25
0,48.7321639061,66.1782084614,7463.80102041
0,49.8421838284,65.7637203476,8772.37244898
0,50.5822219849,65.5788898431,9201.06632653
0,51.6920878887,64.7898187428,10215.0663265
0,52.8021688461,64.2152740616,10725.2295918
0,53.5421619415,64.1172429586,10676.4540816
0,54.6521627903,64.2742367434,10747.9642857
0,55.7619259357,63.8831850331,10789.5969388
0,56.5021598339,63.0204816565,10875.9234694
0,57.6122059822,62.2914349277,10349.0255102
0,58.7222268581,61.2021857923,8264.94387755
0,59.8322379589,60.1159378802,4962.49489796
0,60.5723619461,59.0177755919,2497.80102041
0,61.682063818,58.8358898928,2597.0255102
0,62.7922158241,58.9680589681,2321.10714286
0,63.5321958065,59.1507640307,2157.22959184
0,64.6422059536,59.1674297387,2157.92346939
0,65.7522478104,59.2341865877,2106.49489796
0,66.4922659397,59.2341865877,2106.49489796
0,67.6022567749,58.5896631094,2182.78061224
0,68.7121338844,58.52435031,1923.0255102
0,69.8223159313,58.7535846681,2492.73979592
0,70.5622189045,59.0841949778,2713.96428571
0,71.6722159386,58.8194104054,2953.6377551
0,72.7822599411,59.0841949778,3125.39285714
0,73.5222678185,59.3681532264,3388.37244898
0,74.6322557926,60.2712204922,4541.39285714
0,75.7423508167,61.2021857923,5690.08673469
0,76.4830098152,62.4767571588,7584.37244898
0,77.5923118591,65.0910499806,12269.8826531
0,78.7023379803,66.5768407704,13401.3112245
0,79.8122589588,68.0437424058,10156.7397959
0,80.5523378849,67.6928036103,11436.0867347
0,81.6622629166,67.3886883273,11905.2295918
0,82.7723269463,66.8310923701,13122.4540816
0,83.512337923,66.6402221341,13523.2295918
0,84.6223359108,67.5621330331,11169.6377551
0,85.732311964,68.0878657696,10698.4540816
0,86.4723529816,68.7791697372,10430.0867347
0,87.5820958614,68.8919872058,10537.6377551
0,89.8028078079,68.5322672758,9713.96428571
0,91.6528248787,67.2161318716,7182.37244898
0,93.5028967857,67.3238759317,6905.0255102
0,95.7224388123,66.894958987,8436.78061224
0,97.5727608204,65.7637203476,10460.9438776
0,99.79281497,65.970313359,10903.3928571
0,101.642887831,65.030579856,9537.51530612
