"Device","Time","HR","HRV15"
0,1.2059378624,inf,0.0
1,1.59079790115,62.3654317321,5002.49489796
1,2.69064593315,62.5884807391,4209.51530612
1,3.80175089836,62.4396045492,4516.78061224
1,4.9118168354,62.1255824273,5552.73979592
1,5.65206289291,62.1255824273,5552.73979592
1,6.76102995872,61.2378800029,7798.73979592
1,7.87201285362,60.7243548037,8363.35204082
1,8.61188387871,60.0643546657,9003.92346939
1,9.72179198265,59.0343664347,8667.80102041
1,10.8319458961,57.9910251985,5065.51530612
0,11.5719108582,inf,0.0
1,12.6819210052,56.8143388569,3015.35204082
1,13.7920968533,56.4629965719,2314.08673469
1,14.9017999172,56.0859985311,2468.16836735
1,15.6420359612,55.4638494553,1897.31122449
1,16.7520499229,55.042264596,1152.78061224
1,17.8610520363,55.042264596,1152.78061224
1,18.6009678841,54.8840248285,1041.88265306
1,19.7110278606,54.5702592087,924.25
1,20.8213179111,54.627040385,930.943877551
0,21.5653319359,inf,0.0
1,22.6720860004,55.1000327976,977.923469388
1,23.7821669579,55.2449852022,1026.49489796
1,24.8921539783,55.5960023827,1172.45408163
1,25.6323618889,55.4199379825,1159.22959184
1,26.7413818836,55.405316272,1145.06632653
1,27.8514959812,58.9680589681,48200.5357143
1,28.5912439823,71.8132854578,133037.964286
1,29.7012879848,71.8132854578,133037.964286
1,30.811342001,71.8132854578,133037.964286
1,31.9224350452,71.8132854578,133037.964286
1,32.6613628864,inf,0.0
1,33.7715318203,inf,0.0
1,34.8814799786,inf,0.0
1,35.6217780113,inf,0.0
1,36.7314279079,inf,0.0
1,37.8414690495,inf,0.0
1,38.5819289684,inf,0.0
1,39.6915659904,inf,0.0
1,40.801815033,inf,0.0
1,41.9117949009,inf,0.0
0,43.0161340237,63.3197648123,1543666.38776
0,44.12677598,59.3723494487,1507369.38776
0,45.2370660305,57.3457127253,1492910.20408
0,45.9767329693,54.6163849155,1456683.67347
0,47.086591959,51.6414607156,1401344.83673
0,48.1959488392,69.4100148736,125461.244898
0,48.9358019829,66.6984278228,117870.387755
0,50.0460000038,62.3145400593,87719.2653061
0,51.1558020115,58.2766754544,50464.1020408
0,52.2660918236,55.1325807299,3735.91836735
0,53.0062768459,54.3900543901,1842.69387755
0,54.1161818504,54.3900543901,1842.69387755
0,55.2268698215,54.3337645537,1953.06122449
0,55.965898037,54.3337645537,1953.06122449
0,57.0762269497,54.1516245487,1773.71428571
0,58.1862668991,54.207537429,1763.26530612
0,58.9262030125,54.6875,2501.55102041
0,60.0414509773,55.0891920252,3671.83673469
0,61.1465609074,55.6586270872,5222.28571429
0,62.3544988632,68.0492546986,109413.632653
0,62.9966340065,76.5864332604,122545.387755
0,64.1066730022,96.3081861958,110227.285714
0,65.2164559364,129.429892142,60943.5306122
0,65.956428051,131.208997188,55166.0612245
0,67.0663208961,159.030670201,28480.3469388
0,68.1763589382,inf,0.0
0,68.9163160324,inf,0.0
0,70.0263128281,inf,0.0
0,71.1363039017,inf,0.0
0,72.2467739582,inf,0.0
0,72.986415863,inf,0.0
0,74.0963828564,inf,0.0
0,75.217881918,inf,0.0
0,75.9465179443,inf,0.0
0,77.0569999218,inf,0.0
0,78.1666040421,inf,0.0
0,78.9072778225,inf,0.0
0,80.0167160034,inf,0.0
