"Device","Time","HR","HRV15"
0,0.765235900879,69.6921928151,98469.9234694
0,2.61175298691,61.9058147247,67993.8826531
0,4.83122897148,70.8442270389,99154.2091837
0,6.68139600754,79.387581514,110287.882653
0,7.79127693176,72.0349884229,114244.209184
0,8.90143895149,70.7011194344,122548.086735
0,9.64115285873,69.6228760879,129403.02551
0,10.7528789043,69.6228760879,129403.02551
0,11.8613870144,69.1870521374,131797.02551
0,12.6016860008,69.4387038109,130311.352041
0,13.7113718987,69.6228760879,128976.168367
0,14.821739912,70.4875388101,124039.311224
0,15.5668649673,69.0278576711,126227.596939
0,16.6715488434,64.8698741216,103599.637755
0,17.7818319798,62.5698324022,102448.494898
0,18.8915009499,59.2676215339,74703.8010204
0,19.6312189102,57.341798075,63255.5153061
0,20.7416918278,54.2040394915,16658.7806122
0,21.851266861,53.134290594,7072.73979592
0,22.5919690132,54.2460445593,3353.35204082
0,23.7013509274,54.2460445593,3353.35204082
0,24.8118798733,54.5560823537,2497.59693878
0,25.9215550423,54.7409579668,1873.06632653
0,26.6612939835,56.8450971104,16591.6785714
0,27.7714848518,61.8147030687,56447.8010204
0,29.6215758324,74.1721854305,113379.066327
0,31.841449976,74.1721854305,113379.066327
0,33.6914680004,inf,0.0
0,35.9120278358,inf,0.0
0,37.761318922,inf,0.0
0,39.6117339134,inf,0.0
0,41.8319098949,inf,0.0
0,43.6819999218,inf,0.0
0,46.6415379047,inf,0.0
0,48.8618919849,inf,0.0
0,50.7119238377,inf,0.0
0,52.5616359711,inf,0.0
0,54.7829790115,inf,0.0
0,56.6317119598,inf,0.0
0,58.8535430431,inf,0.0
0,60.7044358253,inf,0.0
0,62.5531170368,inf,0.0
0,64.7740960121,inf,0.0
0,66.6242718697,inf,0.0
0,68.8443129063,inf,0.0
0,70.692759037,inf,0.0
0,72.542083025,inf,0.0
