"Device","Time","HR","HRV15"
0,1344381601.84,0,0.0
0,1344381602.58,0,0.0
0,1344381603.32,0,0.0
0,1344381604.43,0,0.0
0,1344381605.54,0,0.0
0,1344381606.65,0,0.0
0,1344381607.39,0,0.0
0,1344381608.5,0,0.0
0,1344381609.61,62.7943485086,542885.964286
0,1344381610.35,99.6559496975,82895.6377551
0,1344381611.46,118.963319643,26934.0867347
0,1344381612.57,126.639529625,19133.3112245
0,1344381613.31,128.263857077,18247.8826531
0,1344381614.42,141.485598787,16532.494898
0,1344381615.53,146.52014652,15783.9642857
0,1344381616.27,150.402864816,17543.3520408
0,1344381617.38,136.16469444,65547.5153061
0,1344381618.49,157.273918742,67326.25
0,1344381619.6,149.652592197,79480.7806122
0,1344381620.34,155.988857939,79571.5153061
0,1344381621.45,127.795527157,144390.25
0,1344381623.31,127.795527157,144390.25
0,1344381624.41,94.797426927,413977.352041
0,1344381626.26,0,0.0
0,1344381628.48,0,0.0
0,1344381630.33,0,0.0
0,1344381630.33,0,0.0
0,1344381631.44,0,0.0
0,1344381632.55,0,0.0
0,1344381634.4,0,0.0
0,1344381635.53,61.3272979485,540076.658163
0,1344381637.36,88.6730708329,179034.372449
0,1344381639.58,103.896103896,129998.821429
0,1344381641.43,128.263857077,44183.8826531
0,1344381641.43,122.431132488,40621.3520408
0,1344381643.28,105.833438327,36059.9234694
0,1344381643.28,104.050538833,34043.5153061
0,1344381645.5,104.777348135,37197.8010204
0,1344381646.61,109.646260279,28977.0255102
0,1344381648.46,109.646260279,28977.0255102
0,1344381648.46,94.797426927,60973.9234694
0,1344381651.42,96.9417195615,68706.2091837
0,1344381651.42,102.42653335,72424.1683673
0,1344381651.44,114.425827544,79158.0867347
0,1344381653.27,126.334787186,84693.0663265
0,1344381653.27,163.774614935,21273.2295918
0,1344381654.38,170.419963481,21850.7806122
0,1344381655.49,170.419963481,21850.7806122
0,1344381657.34,115.242145699,249890.943878
0,1344381658.45,113.131313131,246656.086735
0,1344381659.56,99.9880966552,246102.780612
0,1344381660.3,94.797426927,235161.352041
0,1344381661.41,89.4663968474,230274.658163
0,1344381662.52,87.5273522976,223732.535714
0,1344381663.26,107.07456979,90191.8010204
0,1344381664.37,107.07456979,90191.8010204
0,1344381666.59,0,0.0
0,1344381666.59,0,0.0
0,1344381667.33,0,0.0
0,1344381668.44,0,0.0
0,1344381669.55,0,0.0
0,1344381670.29,0,0.0
0,1344381672.51,0,0.0
0,1344381672.51,0,0.0
0,1344381673.25,0,0.0
0,1344381674.36,0,0.0
0,1344381677.32,0,0.0
0,1344381678.43,0,0.0
0,1344381680.28,0,0.0
0,1344381682.5,0,0.0
