"Device","Time","HR","HRV15"
1,1344382232.99,110.410094637,1105.95918367
0,1344382233.03,101.241412559,4705.80102041
1,1344382233.32,110.817941953,1244.81632653
1,1344382234.44,112.419700214,442.775510204
1,1344382236.28,114.942528736,378.857142857
1,1344382237.39,114.628820961,385.959183673
1,1344382240.35,114.566284779,405.632653061
1,1344382240.35,115.131578947,352.979591837
0,1344382240.72,105.833438327,3485.06632653
0,1344382240.73,105.567424909,3386.65816327
0,1344382241.08,105.673669644,3414.16836735
0,1344382241.46,107.623318386,2892.53571429
0,1344382241.47,106.639583598,2696.94387755
0,1344382241.48,103.947531246,3835.59693878
1,1344382241.83,116.73151751,212.0
0,1344382244.78,101.535114227,3394.20918367
