"Device","Time","HR","HRV15"
0,0.0935859680176,60.9711838572,1732.49489796
0,1.94141697884,61.3631382862,1596.16836735
0,3.79146504402,62.1807683766,947.066326531
0,6.01128005981,63.5160680529,1392.08673469
0,7.86068606377,62.9260618773,1987.39285714
0,8.97086691856,62.4024960998,3115.39285714
0,10.0848190784,61.6513761468,3903.59693878
0,10.8210411072,61.6513761468,3903.59693878
0,11.9333479404,61.2736158728,4021.0255102
0,13.042042017,61.3810741688,4039.39285714
0,13.78353405,61.7601646938,4057.39285714
0,14.8910191059,62.0704943472,4708.94387755
0,16.0010941029,62.4767571588,5368.94387755
0,16.748593092,62.9826797631,6333.22959184
0,17.8510761261,62.8507295174,6186.65816327
0,18.9616310596,62.1807683766,5861.92346939
0,20.811166048,60.9357997824,7013.80102041
0,23.0314760208,61.5971254675,6108.78061224
