"Device","Time","HR","HRV15"
0,0.853111028671,64.1417226634,4198.53061224
0,2.70225191116,64.004876562,4140.81632653
0,4.92087507248,62.6678603402,4892.81632653
0,6.77111792564,60.7638888889,3659.10204082
0,8.99092197418,59.3387962701,2464.40816327
0,10.8411169052,58.9721988206,2028.81632653
0,12.6911280155,59.5238095238,2601.14285714
0,14.9122760296,59.4732370433,2740.97959184
0,16.7611939907,59.1049817056,2055.26530612
0,18.9811871052,59.6590909091,2113.63265306
0,20.8314061165,60.396893874,1740.81632653
0,22.6811170578,60.7111882047,1111.91836735
0,24.9012680054,60.3101665709,1662.69387755
0,26.7512950897,59.9486154725,1502.12244898
0,28.973762989,60.6410626624,1589.95918367
0,30.821559906,60.396893874,1626.53061224
0,32.6709549427,60.1719197708,1388.40816327
0,34.8910770416,59.880239521,1272.57142857
0,36.7411999702,60.1719197708,1168.97959184
0,38.9613521099,60.3274921,881.387755102
0,40.8111081123,60.3448275862,760.489795918
0,42.6610720158,60.0,393.142857143
0,44.8814809322,60.0686498856,378.12244898
0,46.7311530113,60.5012964564,835.346938776
0,48.951499939,60.6761051719,1022.12244898
0,50.8012800217,60.466455514,1297.06122449
0,52.6510760784,60.8695652174,1034.7755102
0,54.8712940216,60.5187319885,1183.67346939
0,56.7211799622,60.2064220183,1307.10204082
0,58.9413309097,60.6060606061,1592.57142857
0,60.7911629677,60.3795284646,1283.91836735
0,62.6412351131,59.9828620394,1351.91836735
0,64.861768961,60.3274921,1185.3877551
0,66.7115399837,60.2236879839,1146.20408163
0,68.9311959743,61.2423447069,1141.63265306
0,70.7810730934,61.1709874745,1154.69387755
0,72.6311221123,61.1888111888,1131.10204082
0,74.8511641026,61.5655233069,591.102040816
0,76.7011079788,62.2775800712,1151.67346939
0,78.9220349789,62.8554325052,1274.53061224
0,81.8813099861,62.5372245384,1302.53061224
0,83.7311890125,64.7748303516,2840.48979592
0,85.9512059689,64.3185298622,4386.69387755
0,87.8013410568,63.5978195033,6751.67346939
0,89.6538341045,62.7052851597,7842.69387755
0,91.8713200092,64.0634533252,11437.3877551
0,93.7211050987,65.851364064,12510.122449
0,95.941190958,66.1417322835,12249.5510204
0,97.791590929,71.3557594292,33227.8367347
0,99.6425819397,72.0658888126,29556.244898
0,101.861521959,70.7070707071,34337.9591837
0,103.712999105,68.1154719429,36635.8367347
0,105.932982922,66.2460567823,37041.6326531
0,107.781385899,65.7894736842,36665.1428571
0,109.631158113,64.7348951911,27168.9795918
0,111.852272034,62.8554325052,8168.24489796
0,113.701559067,62.1301775148,10493.0612245
0,115.921760082,61.9103773585,11333.5510204
0,117.771323919,62.7052851597,11431.2653061
0,119.623481989,65.2579241765,15709.3877551
0,121.841536045,64.6153846154,15563.1020408
0,123.691188097,61.9651814695,16407.9183673
0,125.911333084,61.4574187884,16339.3469388
0,127.761584044,63.3675316838,12938.122449
0,129.611540079,65.5226209048,13669.6326531
0,131.831197023,65.4205607477,13365.5510204
0,133.681483984,63.6749545179,11848.4897959
0,135.901438951,63.4249471459,12241.7142857
0,137.751441002,64.4765121277,9210.53061224
0,139.601483107,64.9953574745,8484.97959184
0,141.821473122,64.1417226634,7531.10204082
0,143.67402792,62.893081761,4138.85714286
0,147.741709948,66.2669611865,6476.81632653
0,149.591322899,67.3076923077,4184.81632653
0,151.811806917,65.9340659341,8701.14285714
0,153.661178112,64.8348255634,10993.3877551
0,155.881422997,64.5359557468,11254.2040816
0,157.731583118,64.4369438478,11047.2653061
0,159.636130095,63.9658848614,9316.0
0,161.801342964,64.2988364972,10094.6938776
0,163.651371956,64.9551500155,9125.63265306
0,165.872194052,75.1745122606,41577.4081633
