"Device","Time","HR","HRV15"
0,1.06049895287,56.3871920521,48767.9234694
0,2.90854811668,59.5702432452,929.596938776
0,4.75843095779,59.0675761198,681.596938776
0,6.97816205025,59.4521905301,825.31122449
0,9.93818998337,68.0217021621,64855.6377551
0,11.7879300117,77.000641672,113438.739796
0,12.8980669975,77.284018769,112357.515306
0,14.0078749657,77.0288858322,113675.923469
0,14.7478890419,76.495765413,117056.372449
0,15.857820034,76.0525124491,119299.637755
0,16.9679601192,75.9699737723,119731.02551
0,18.0781040192,75.2620732909,122917.882653
0,18.8203749657,75.3701211306,122336.494898
0,19.927904129,74.8863332442,124119.596939
0,21.0379610062,72.4825265338,125527.882653
0,21.7779660225,68.2427492079,106859.311224
0,22.8879141808,66.958947788,90991.9234694
0,23.9979000092,62.5884807391,37614.0867347
0,24.7382321358,62.5884807391,37614.0867347
0,25.8485760689,58.3779275836,122077.02551
0,26.9589531422,68.4875662454,202607.352041
0,28.0686860085,inf,0.0
0,28.8082821369,inf,0.0
0,29.9184861183,inf,0.0
