"Device","Time","HR","HRV15"
1,0.198804855347,79.9695354151,749.06122449
0,1.33856487274,79.7266514806,916.244897959
0,2.04719996452,79.3650793651,1147.42857143
0,3.1571829319,78.0669144981,1693.3877551
0,4.26729393005,77.5766531215,1800.24489796
0,5.00702595711,77.1208226221,1912.57142857
0,6.11988997459,76.5306122449,1876.57142857
0,7.22839903831,75.4310344828,1197.3877551
0,7.96749901772,74.7330960854,794.12244898
0,9.07865405083,73.9436619718,465.959183673
0,10.1873619556,73.2984293194,280.244897959
0,12.0392229557,63.3245382586,4665.96428571
0,13.1467020512,63.1911532385,4687.96428571
0,14.2566380501,61.997195365,3427.31122449
0,14.9967758656,66.0740973806,36795.3520408
