Start time: 1372861807.83, Players: 1
End time: 1372861818.81, Score: 400
Black,2013-07-03 10:30:15.755703,61.9436912537
Black,2013-07-03 10:30:15.861935,61.9280052185
Black,2013-07-03 10:30:15.966484,61.8826332092
Black,2013-07-03 10:30:16.067494,61.8479537964
Black,2013-07-03 10:30:16.161109,61.823299408
Black,2013-07-03 10:30:16.264611,61.7953186035
Black,2013-07-03 10:30:16.369816,61.7633094788
Black,2013-07-03 10:30:16.460418,61.7501983643
Black,2013-07-03 10:30:16.558269,61.7349853516
Black,2013-07-03 10:30:16.658862,61.7288894653
Black,2013-07-03 10:30:16.756307,61.7172660828
Black,2013-07-03 10:30:16.849237,61.7154312134
Black,2013-07-03 10:30:16.947851,61.7205162048
Black,2013-07-03 10:30:17.049181,61.7040977478
Black,2013-07-03 10:30:17.145241,61.6981735229
Black,2013-07-03 10:30:17.240669,61.6902809143
Black,2013-07-03 10:30:17.339155,61.6894760132
Black,2013-07-03 10:30:17.438817,61.6744117737
Black,2013-07-03 10:30:17.527771,61.6742591858
Black,2013-07-03 10:30:17.621186,61.6728668213
Black,2013-07-03 10:30:17.716676,61.6593704224
Black,2013-07-03 10:30:17.813406,61.6326026917
Black,2013-07-03 10:30:17.911802,61.6087646484
Black,2013-07-03 10:30:18.008317,61.5776901245
Black,2013-07-03 10:30:18.107001,61.5479660034
Black,2013-07-03 10:30:18.209625,61.5170516968
Black,2013-07-03 10:30:18.309337,61.4844284058
Black,2013-07-03 10:30:18.410111,61.4490661621
Black,2013-07-03 10:30:18.510955,61.4179725647
Black,2013-07-03 10:30:18.613651,61.3815727234
Black,2013-07-03 10:30:18.712556,61.3546180725
Black,2013-07-03 10:30:18.801632,61.3327293396
