Start time: 1376316817.34, Players: 1
End time: 1376316912.28, Score: 1300
Player,Time,HR
Black,2013-08-12 10:14:14.367841,50.0557823181
Black,2013-08-12 10:14:14.448932,50.0367507935
Black,2013-08-12 10:14:14.537851,50.0140686035
Black,2013-08-12 10:14:14.627957,50.0000534058
Black,2013-08-12 10:14:14.717370,51.6638336182
Black,2013-08-12 10:14:14.800612,51.659412384
Black,2013-08-12 10:14:14.885674,51.6557693481
Black,2013-08-12 10:14:14.965932,51.6614875793
Black,2013-08-12 10:14:15.043722,50.0165061951
Black,2013-08-12 10:14:15.127723,50.0121917725
Black,2013-08-12 10:14:15.207148,50.0175628662
Black,2013-08-12 10:14:15.295783,50.0077705383
Black,2013-08-12 10:14:15.380673,50.0055961609
Black,2013-08-12 10:14:15.507133,51.6625022888
Black,2013-08-12 10:14:15.597209,51.6040420532
Black,2013-08-12 10:14:15.686984,51.604434967
Black,2013-08-12 10:14:15.769870,51.6060943604
Black,2013-08-12 10:14:15.847850,51.6175765991
Black,2013-08-12 10:14:15.930153,51.6214485168
Black,2013-08-12 10:14:16.013412,51.6244392395
Black,2013-08-12 10:14:16.095210,51.6158065796
Black,2013-08-12 10:14:16.175407,51.6266136169
Black,2013-08-12 10:14:16.252609,51.6314315796
Black,2013-08-12 10:14:16.335058,51.6299247742
Black,2013-08-12 10:14:16.419695,51.6294975281
Black,2013-08-12 10:14:16.501117,51.6312179565
Black,2013-08-12 10:14:16.581594,51.6301689148
Black,2013-08-12 10:14:16.668371,51.6238975525
Black,2013-08-12 10:14:16.749571,51.6179084778
Black,2013-08-12 10:14:16.831530,51.6245269775
Black,2013-08-12 10:14:16.914931,51.6455345154
Black,2013-08-12 10:14:16.997178,51.6487312317
Black,2013-08-12 10:14:17.080001,51.6537780762
Black,2013-08-12 10:14:17.163625,51.6537208557
Black,2013-08-12 10:14:17.239007,51.6649055481
Black,2013-08-12 10:14:17.317957,50.0025520325
Black,2013-08-12 10:14:17.403203,50.0075759888
Black,2013-08-12 10:14:17.488961,51.6644058228
Black,2013-08-12 10:14:17.594042,51.6341171265
Black,2013-08-12 10:14:17.677484,51.6405258179
Black,2013-08-12 10:14:17.764148,51.6293487549
Black,2013-08-12 10:14:17.844851,51.6243629456
Black,2013-08-12 10:14:17.930143,51.6231575012
Black,2013-08-12 10:14:18.011392,51.6165542603
Black,2013-08-12 10:14:18.098591,51.6191215515
Black,2013-08-12 10:14:18.177488,51.6158790588
Black,2013-08-12 10:14:18.261322,51.6230659485
Black,2013-08-12 10:14:18.345246,51.6280670166
Black,2013-08-12 10:14:18.439989,51.6072158813
Black,2013-08-12 10:14:18.522145,51.6003189087
Black,2013-08-12 10:14:18.603802,51.6008491516
Black,2013-08-12 10:14:18.684871,51.5951385498
Black,2013-08-12 10:14:18.766607,51.6019515991
Black,2013-08-12 10:14:18.848371,51.6143379211
Black,2013-08-12 10:14:18.933376,51.6164321899
Black,2013-08-12 10:14:19.016614,51.6102409363
Black,2013-08-12 10:14:19.094603,51.6094551086
Black,2013-08-12 10:14:19.181651,51.602809906
Black,2013-08-12 10:14:19.262884,51.6069984436
Black,2013-08-12 10:14:19.346966,51.5996894836
Black,2013-08-12 10:14:19.425437,51.6013336182
Black,2013-08-12 10:14:19.507783,51.5986289978
Black,2013-08-12 10:14:19.587246,51.6039924622
Black,2013-08-12 10:14:19.671892,51.6105499268
Black,2013-08-12 10:14:19.753100,51.6192359924
Black,2013-08-12 10:14:19.833076,159.867858887
Black,2013-08-12 10:14:19.917691,88.2742996216
Black,2013-08-12 10:14:19.997837,59.9620285034
Black,2013-08-12 10:14:20.077340,51.6376991272
Black,2013-08-12 10:14:20.161693,51.6346168518
Black,2013-08-12 10:14:20.241550,51.6330337524
Black,2013-08-12 10:14:20.321709,51.6356658936
