Start time: 1372861986.04, Players: 1
End time: 1372862192.3, Score: 4800
Player,Time,HR
Black,2013-07-03 10:33:06.075775,78.8644485474
Black,2013-07-03 10:33:06.195949,78.0491638184
Black,2013-07-03 10:33:06.305401,82.1986541748
Black,2013-07-03 10:33:06.416534,81.4728927612
Black,2013-07-03 10:33:06.532215,80.7229232788
Black,2013-07-03 10:33:06.636389,80.0516357422
Black,2013-07-03 10:33:06.738094,79.4093704224
Black,2013-07-03 10:33:06.836436,78.7928466797
Black,2013-07-03 10:33:06.943665,78.1930465698
Black,2013-07-03 10:33:07.036560,77.6028823853
Black,2013-07-03 10:33:07.136561,81.5525512695
Black,2013-07-03 10:33:07.226204,80.9719161987
Black,2013-07-03 10:33:07.324362,80.3831100464
Black,2013-07-03 10:33:07.421154,79.8320770264
Black,2013-07-03 10:33:07.516992,79.2646331787
Black,2013-07-03 10:33:07.620465,78.7034759521
Black,2013-07-03 10:33:07.715666,78.124206543
Black,2013-07-03 10:33:07.819303,76.230140686
Black,2013-07-03 10:33:07.918393,81.6995773315
Black,2013-07-03 10:33:08.016946,83.0492706299
Black,2013-07-03 10:33:08.111492,80.038772583
Black,2013-07-03 10:33:08.213840,72.473197937
Black,2013-07-03 10:33:08.311671,81.2694396973
Black,2013-07-03 10:33:08.407950,80.3060455322
Black,2013-07-03 10:33:08.504211,67.7627639771
Black,2013-07-03 10:33:08.602728,50.2929267883
Black,2013-07-03 10:33:08.701216,71.4392089844
Black,2013-07-03 10:33:08.799699,67.9228057861
Black,2013-07-03 10:33:08.906022,50.4681510925
Black,2013-07-03 10:33:08.998456,52.4436759949
Black,2013-07-03 10:33:09.101430,54.5271339417
Black,2013-07-03 10:33:09.205238,57.5772628784
Black,2013-07-03 10:33:09.297126,53.2215766907
Black,2013-07-03 10:33:09.394187,58.4337997437
Black,2013-07-03 10:33:09.497059,55.1243095398
Black,2013-07-03 10:33:09.585238,51.6966400146
Black,2013-07-03 10:33:09.684702,64.45337677
Black,2013-07-03 10:33:09.788819,67.9303741455
Black,2013-07-03 10:33:09.884388,76.1464309692
Black,2013-07-03 10:33:09.981221,150.046920776
Black,2013-07-03 10:33:10.078472,120.853752136
Black,2013-07-03 10:33:10.199621,100.27091217
Black,2013-07-03 10:33:10.308009,82.7178039551
Black,2013-07-03 10:33:10.417886,71.8193893433
Black,2013-07-03 10:33:10.514922,64.0821075439
Black,2013-07-03 10:33:10.628382,57.4022102356
Black,2013-07-03 10:33:10.723845,52.3955726624
Black,2013-07-03 10:33:10.816714,96.8746643066
Black,2013-07-03 10:33:10.913193,89.743309021
Black,2013-07-03 10:33:11.011520,125.890426636
Black,2013-07-03 10:33:11.108030,78.5046005249
Black,2013-07-03 10:33:11.208182,73.5919189453
Black,2013-07-03 10:33:11.303711,69.6677246094
Black,2013-07-03 10:33:11.406738,65.8950042725
Black,2013-07-03 10:33:11.504426,62.4300956726
Black,2013-07-03 10:33:11.598875,59.3799247742
Black,2013-07-03 10:33:11.696999,56.6847953796
Black,2013-07-03 10:33:11.794244,54.182094574
Black,2013-07-03 10:33:11.910078,51.5770568848
Black,2013-07-03 10:33:12.011128,74.0194015503
Black,2013-07-03 10:33:12.112535,71.1815795898
Black,2013-07-03 10:33:12.206019,68.4985275269
Black,2013-07-03 10:33:12.307753,66.0308380127
Black,2013-07-03 10:33:12.404800,63.7150115967
Black,2013-07-03 10:33:12.503925,61.5911254883
Black,2013-07-03 10:33:12.599655,59.6422119141
Black,2013-07-03 10:33:12.704280,76.9475708008
Black,2013-07-03 10:33:12.800429,74.4951171875
Black,2013-07-03 10:33:12.900550,72.3193054199
Black,2013-07-03 10:33:12.999656,70.198059082
