Start time: 1372373160.72, Players: 1
End time: 1372373166.34, Score: -200
Player,Time,HR
Blue,2013-06-27 18:46:01.646214,91.9338989258
Blue,2013-06-27 18:46:02.758053,92.8689880371
Blue,2013-06-27 18:46:04.606070,85.4613876343
Blue,2013-06-27 18:46:04.606463,80.5755386353
Blue,2013-06-27 18:46:05.715641,79.1183929443
