Start time: 1372861741.2, Players: 1
End time: 1372861747.89, Score: 100
Player,Time,HR
Black,2013-07-03 10:29:01.337969,58.6741676331
Black,2013-07-03 10:29:01.450588,62.3621673584
Black,2013-07-03 10:29:01.557838,61.8956069946
Black,2013-07-03 10:29:01.653211,61.4795379639
Black,2013-07-03 10:29:01.745728,61.0941123962
Black,2013-07-03 10:29:01.840244,60.6930160522
Black,2013-07-03 10:29:01.939168,60.2956199646
Black,2013-07-03 10:29:02.030395,59.9353103638
Black,2013-07-03 10:29:02.115517,59.5871162415
Black,2013-07-03 10:29:02.220191,59.1974487305
Black,2013-07-03 10:29:02.317673,58.8133544922
Black,2013-07-03 10:29:02.417414,58.442024231
Black,2013-07-03 10:29:02.512278,61.9441223145
Black,2013-07-03 10:29:02.613170,61.5251121521
Black,2013-07-03 10:29:02.706298,61.1816101074
Black,2013-07-03 10:29:02.808946,60.799659729
Black,2013-07-03 10:29:02.901493,60.4225082397
Black,2013-07-03 10:29:02.997481,60.0600776672
Black,2013-07-03 10:29:03.096008,59.6870651245
Black,2013-07-03 10:29:03.201460,59.3270835876
Black,2013-07-03 10:29:03.301531,58.9516410828
Black,2013-07-03 10:29:03.395536,58.5953826904
Black,2013-07-03 10:29:03.489163,61.9066238403
Black,2013-07-03 10:29:03.595177,61.518081665
Black,2013-07-03 10:29:03.686559,61.168838501
Black,2013-07-03 10:29:03.782006,60.8307533264
Black,2013-07-03 10:29:03.873262,60.4999923706
Black,2013-07-03 10:29:03.962428,60.1776885986
Black,2013-07-03 10:29:04.054791,59.8450698853
Black,2013-07-03 10:29:04.152259,59.5139160156
Black,2013-07-03 10:29:04.249209,59.186416626
Black,2013-07-03 10:29:04.344731,58.8641929626
Black,2013-07-03 10:29:04.450736,61.9566192627
Black,2013-07-03 10:29:04.551334,61.6016426086
Black,2013-07-03 10:29:04.648978,61.2458305359
Black,2013-07-03 10:29:04.749437,60.8947067261
Black,2013-07-03 10:29:04.847302,60.5570106506
Black,2013-07-03 10:29:04.946996,60.2294158936
Black,2013-07-03 10:29:05.038973,59.9029045105
Black,2013-07-03 10:29:05.134188,59.6073303223
Black,2013-07-03 10:29:05.236450,59.2821502686
Black,2013-07-03 10:29:05.341514,58.9438896179
Black,2013-07-03 10:29:05.427902,58.6345252991
Black,2013-07-03 10:29:05.522657,61.5875167847
Black,2013-07-03 10:29:05.613171,61.2873764038
Black,2013-07-03 10:29:05.711326,60.9717941284
Black,2013-07-03 10:29:05.802480,60.6608772278
Black,2013-07-03 10:29:05.898886,60.3540611267
Black,2013-07-03 10:29:05.993054,60.0685081482
Black,2013-07-03 10:29:06.083969,59.7733001709
Black,2013-07-03 10:29:06.179856,59.4720726013
Black,2013-07-03 10:29:06.274501,59.1955871582
Black,2013-07-03 10:29:06.369040,58.8920173645
Black,2013-07-03 10:29:06.465903,61.6823158264
Black,2013-07-03 10:29:06.559605,61.3902778625
Black,2013-07-03 10:29:06.649328,61.1054039001
Black,2013-07-03 10:29:06.738030,60.8289833069
Black,2013-07-03 10:29:06.833529,60.5557136536
Black,2013-07-03 10:29:06.928214,60.2574539185
Black,2013-07-03 10:29:07.019833,59.9747619629
Black,2013-07-03 10:29:07.117533,59.6986999512
Black,2013-07-03 10:29:07.215478,59.4102325439
Black,2013-07-03 10:29:07.314953,59.1171646118
Black,2013-07-03 10:29:07.404089,58.8419189453
Black,2013-07-03 10:29:07.493828,61.5180854797
Black,2013-07-03 10:29:07.593418,61.225818634
Black,2013-07-03 10:29:07.688845,60.9415779114
Black,2013-07-03 10:29:07.792010,60.6514320374
Black,2013-07-03 10:29:07.888565,60.3641891479
