Start time: 1374673448.16, Players: 1
End time: 1374673478.1, Score: 400
Black,2013-07-24 09:44:20.668549,54.5784683228
Black,2013-07-24 09:44:20.759933,54.5465431213
Black,2013-07-24 09:44:20.845599,54.5291404724
Black,2013-07-24 09:44:20.932180,54.513458252
Black,2013-07-24 09:44:21.021122,54.4929084778
Black,2013-07-24 09:44:21.105386,54.4765472412
Black,2013-07-24 09:44:21.197344,70.944190979
Black,2013-07-24 09:44:21.283544,54.4189567566
Black,2013-07-24 09:44:21.364245,54.4065895081
Black,2013-07-24 09:44:21.449968,54.3963165283
Black,2013-07-24 09:44:21.537103,54.3719825745
Black,2013-07-24 09:44:21.626395,54.3532943726
Black,2013-07-24 09:44:21.710211,54.3308563232
Black,2013-07-24 09:44:21.794357,54.3153610229
Black,2013-07-24 09:44:21.882504,54.2917785645
Black,2013-07-24 09:44:21.976629,54.265247345
Black,2013-07-24 09:44:22.074020,54.2173881531
Black,2013-07-24 09:44:22.158929,54.2104988098
Black,2013-07-24 09:44:22.243805,54.1970062256
Black,2013-07-24 09:44:22.326373,54.1833305359
Black,2013-07-24 09:44:22.413207,54.1651649475
Black,2013-07-24 09:44:22.500724,54.1445922852
Black,2013-07-24 09:44:22.589990,54.1246604919
Black,2013-07-24 09:44:22.680132,54.099521637
Black,2013-07-24 09:44:22.771975,54.0794410706
Black,2013-07-24 09:44:22.861152,54.0658454895
Black,2013-07-24 09:44:22.955284,54.0287361145
Black,2013-07-24 09:44:23.043778,54.0039634705
Black,2013-07-24 09:44:23.129680,53.9802856445
Black,2013-07-24 09:44:23.217139,53.9598083496
Black,2013-07-24 09:44:23.309758,53.9407806396
Black,2013-07-24 09:44:23.407085,53.9082298279
Black,2013-07-24 09:44:23.488798,53.8915634155
Black,2013-07-24 09:44:23.570900,53.8849029541
Black,2013-07-24 09:44:23.661528,53.861289978
Black,2013-07-24 09:44:23.746355,53.8429679871
Black,2013-07-24 09:44:23.833290,53.8248634338
Black,2013-07-24 09:44:23.927162,53.8090591431
Black,2013-07-24 09:44:24.008865,53.7903785706
Black,2013-07-24 09:44:24.102212,53.7586288452
Black,2013-07-24 09:44:24.187412,53.7382965088
Black,2013-07-24 09:44:24.267868,53.7246551514
Black,2013-07-24 09:44:24.350806,53.72032547
Black,2013-07-24 09:44:24.435190,53.7020301819
Black,2013-07-24 09:44:24.517291,53.6951942444
Black,2013-07-24 09:44:24.605291,53.6827545166
Black,2013-07-24 09:44:24.687604,53.6672401428
Black,2013-07-24 09:44:24.775589,53.6483879089
Black,2013-07-24 09:44:24.860062,53.6300926208
Black,2013-07-24 09:44:24.945123,53.6170654297
Black,2013-07-24 09:44:25.032405,53.6014671326
Black,2013-07-24 09:44:25.120948,53.5770759583
Black,2013-07-24 09:44:25.209642,53.5562667847
Black,2013-07-24 09:44:25.296609,53.5438079834
Black,2013-07-24 09:44:25.390695,53.5342025757
Black,2013-07-24 09:44:25.473059,53.5396842957
Black,2013-07-24 09:44:25.555414,53.525188446
Black,2013-07-24 09:44:25.646411,53.5068359375
Black,2013-07-24 09:44:25.745226,53.4775238037
Black,2013-07-24 09:44:25.838704,53.4629936218
Black,2013-07-24 09:44:25.925517,53.4372024536
Black,2013-07-24 09:44:26.016045,53.4083480835
Black,2013-07-24 09:44:26.106778,53.4162406921
Black,2013-07-24 09:44:26.194560,53.4142494202
Black,2013-07-24 09:44:26.282350,53.393535614
Black,2013-07-24 09:44:26.369744,53.372844696
Black,2013-07-24 09:44:26.469340,53.3381347656
Black,2013-07-24 09:44:26.555256,53.3177108765
Black,2013-07-24 09:44:26.635378,53.3025131226
Black,2013-07-24 09:44:26.718297,53.2962493896
Black,2013-07-24 09:44:26.807650,53.2782402039
Black,2013-07-24 09:44:26.895476,53.2654838562
Black,2013-07-24 09:44:26.978430,53.2462539673
Black,2013-07-24 09:44:27.068381,54.8469924927
Black,2013-07-24 09:44:27.157870,54.822845459
Black,2013-07-24 09:44:27.246611,54.7997055054
Black,2013-07-24 09:44:27.327528,54.7852516174
Black,2013-07-24 09:44:27.413455,53.1639060974
Black,2013-07-24 09:44:27.503503,53.1409759521
Black,2013-07-24 09:44:27.590293,53.1187438965
Black,2013-07-24 09:44:27.687435,53.1158027649
Black,2013-07-24 09:44:27.778707,53.1086883545
Black,2013-07-24 09:44:27.862873,53.0901832581
Black,2013-07-24 09:44:27.948193,53.0716743469
Black,2013-07-24 09:44:28.042931,54.6653213501
Black,2013-07-24 09:44:28.132819,54.6350631714
Black,2013-07-24 09:44:28.224385,54.6067314148
Black,2013-07-24 09:44:28.310138,54.5898590088
Black,2013-07-24 09:44:28.400746,54.5761909485
Black,2013-07-24 09:44:28.492311,54.5509338379
Black,2013-07-24 09:44:28.577110,54.5590553284
Black,2013-07-24 09:44:28.666199,52.9631576538
Black,2013-07-24 09:44:28.755154,52.9467849731
Black,2013-07-24 09:44:28.843105,52.9276809692
Black,2013-07-24 09:44:28.934318,52.9023132324
Black,2013-07-24 09:44:29.019922,52.8882827759
Black,2013-07-24 09:44:29.103820,52.8845405579
Black,2013-07-24 09:44:29.190799,54.5000648499
Black,2013-07-24 09:44:29.281037,54.5074462891
Black,2013-07-24 09:44:29.369307,54.4825935364
Black,2013-07-24 09:44:29.456369,54.4654541016
Black,2013-07-24 09:44:29.545944,54.4460220337
Black,2013-07-24 09:44:29.635744,54.4209938049
Black,2013-07-24 09:44:29.729479,54.4009933472
Black,2013-07-24 09:44:29.812555,54.3878211975
Black,2013-07-24 09:44:29.902406,54.3685836792
Black,2013-07-24 09:44:29.989627,54.3588142395
Black,2013-07-24 09:44:30.072860,52.7469558716
Black,2013-07-24 09:44:30.158918,54.3324661255
Black,2013-07-24 09:44:30.244789,54.3264961243
Black,2013-07-24 09:44:30.327080,54.3571014404
Black,2013-07-24 09:44:30.412238,54.3783111572
Black,2013-07-24 09:44:30.492664,54.3809356689
Black,2013-07-24 09:44:30.579364,54.3736381531
Black,2013-07-24 09:44:30.667904,54.3622970581
Black,2013-07-24 09:44:30.759585,54.3435173035
Black,2013-07-24 09:44:30.845665,54.3256835938
Black,2013-07-24 09:44:30.930947,54.3169326782
Black,2013-07-24 09:44:31.018939,54.2992210388
Black,2013-07-24 09:44:31.106574,52.6967086792
Black,2013-07-24 09:44:31.190379,52.6803779602
Black,2013-07-24 09:44:31.275343,52.6876754761
Black,2013-07-24 09:44:31.356464,52.6968307495
Black,2013-07-24 09:44:31.437550,54.2962837219
Black,2013-07-24 09:44:31.518449,54.3065681458
Black,2013-07-24 09:44:31.600856,54.3119316101
Black,2013-07-24 09:44:31.690490,54.3192329407
Black,2013-07-24 09:44:31.778195,54.3131065369
Black,2013-07-24 09:44:31.865452,54.3001976013
Black,2013-07-24 09:44:31.955919,54.2937240601
Black,2013-07-24 09:44:32.041352,54.302532196
Black,2013-07-24 09:44:32.133379,52.7156143188
Black,2013-07-24 09:44:32.219840,52.6985206604
Black,2013-07-24 09:44:32.308955,52.6809234619
Black,2013-07-24 09:44:32.394085,52.6687812805
Black,2013-07-24 09:44:32.482053,52.6722564697
Black,2013-07-24 09:44:32.569208,52.6593017578
Black,2013-07-24 09:44:32.658436,52.6435012817
Black,2013-07-24 09:44:32.744360,54.2242889404
Black,2013-07-24 09:44:32.826836,54.2117538452
Black,2013-07-24 09:44:32.920760,54.2025680542
Black,2013-07-24 09:44:33.006869,54.1912193298
Black,2013-07-24 09:44:33.088956,54.1863136292
Black,2013-07-24 09:44:33.174882,54.1802940369
Black,2013-07-24 09:44:33.271213,52.590045929
Black,2013-07-24 09:44:33.350690,52.6199188232
Black,2013-07-24 09:44:33.435462,52.6254768372
Black,2013-07-24 09:44:33.522532,52.6342964172
Black,2013-07-24 09:44:33.614038,52.6347808838
Black,2013-07-24 09:44:33.700369,52.6288795471
Black,2013-07-24 09:44:33.792519,52.6278800964
Black,2013-07-24 09:44:33.879668,52.6331596375
Black,2013-07-24 09:44:33.969522,54.2374343872
Black,2013-07-24 09:44:34.062663,54.2275276184
Black,2013-07-24 09:44:34.154291,54.2323265076
Black,2013-07-24 09:44:34.243543,52.6284255981
Black,2013-07-24 09:44:34.336399,52.6332550049
Black,2013-07-24 09:44:34.416619,52.6413764954
Black,2013-07-24 09:44:34.504865,52.6462135315
Black,2013-07-24 09:44:34.585907,52.649684906
Black,2013-07-24 09:44:34.673009,52.6578598022
Black,2013-07-24 09:44:34.757756,52.6740646362
Black,2013-07-24 09:44:34.847529,52.6813316345
Black,2013-07-24 09:44:34.938589,52.6823921204
Black,2013-07-24 09:44:35.031118,52.6714019775
Black,2013-07-24 09:44:35.123663,52.6747741699
Black,2013-07-24 09:44:35.211323,52.6733055115
Black,2013-07-24 09:44:35.300744,52.6762466431
Black,2013-07-24 09:44:35.387239,52.686580658
Black,2013-07-24 09:44:35.469315,52.6969337463
Black,2013-07-24 09:44:35.560330,52.6946258545
Black,2013-07-24 09:44:35.655633,52.6925773621
Black,2013-07-24 09:44:35.734253,52.7147064209
Black,2013-07-24 09:44:35.814553,52.7287750244
Black,2013-07-24 09:44:35.896140,52.7512931824
Black,2013-07-24 09:44:35.983666,52.7695121765
Black,2013-07-24 09:44:36.081970,52.7652893066
Black,2013-07-24 09:44:36.169548,52.772102356
Black,2013-07-24 09:44:36.259333,52.7803993225
Black,2013-07-24 09:44:36.347229,52.788105011
Black,2013-07-24 09:44:36.425615,52.7955284119
Black,2013-07-24 09:44:36.505188,52.8139915466
Black,2013-07-24 09:44:36.586777,52.8345909119
Black,2013-07-24 09:44:36.671168,52.8433380127
Black,2013-07-24 09:44:36.758130,52.8571777344
Black,2013-07-24 09:44:36.845392,52.8693580627
Black,2013-07-24 09:44:36.937022,52.866065979
Black,2013-07-24 09:44:37.024793,52.8665771484
Black,2013-07-24 09:44:37.114052,52.8901596069
Black,2013-07-24 09:44:37.200760,52.8993797302
Black,2013-07-24 09:44:37.283107,52.9059829712
Black,2013-07-24 09:44:37.360500,52.9228897095
Black,2013-07-24 09:44:37.441375,52.938419342
Black,2013-07-24 09:44:37.526359,52.9533538818
Black,2013-07-24 09:44:37.617058,52.9557113647
Black,2013-07-24 09:44:37.704998,52.9661331177
Black,2013-07-24 09:44:37.794375,52.9687194824
Black,2013-07-24 09:44:37.879958,52.9726829529
Black,2013-07-24 09:44:37.962145,52.9822349548
Black,2013-07-24 09:44:38.051771,52.9829177856
