1.0918,0
2.0551,0
3.0481,0
4.0682,0
5.0322,0
6.0975,0
7.0639,0
8.0232,0
9.0751,0
10.136,0
11.08,0
12.114,0
13.041,0
14.078,0
15.018,0
16.052,0
17.138,0
18.112,0
19.041,0
20.003,0
21.132,0
22.099,0
23.051,0
24.048,0
25.036,0
26.117,0
27.096,0
28.048,0
29.016,0
30.114,NaN
31.092,NaN
32.073,NaN
33.052,NaN
34.032,NaN
35.026,NaN
36.014,NaN
37.075,NaN
38.054,NaN
39.026,NaN
40.008,NaN
41.1,NaN
42.058,NaN
43.015,NaN
44.123,NaN
45.143,NaN
46.126,NaN
47.113,NaN
48.073,NaN
49.091,NaN
50.073,NaN
51.074,NaN
52.086,NaN
53.064,NaN
54.044,NaN
55.01,NaN
56.131,NaN
57.088,NaN
58.076,NaN
59.036,NaN
60,NaN
61.126,NaN
62.101,NaN
63.055,NaN
64.045,NaN
65.052,NaN
66.05,NaN
67.038,NaN
68.009,NaN
69.108,NaN
70.067,NaN
71.083,NaN
72.042,NaN
73.015,NaN
74.113,NaN
75.09,NaN
76.084,NaN
77.035,NaN
78.002,NaN
79.12,NaN
80.107,NaN
81.059,NaN
82.054,NaN
83.063,NaN
84.031,NaN
85.016,NaN
86.018,NaN
87.099,NaN
88.078,NaN
89.03,NaN
90.007,NaN
91.123,NaN
92.1,NaN
93.065,NaN
94.021,NaN
95.009,NaN
96.124,NaN
97.114,NaN
98.085,NaN
99.081,NaN
100.07,NaN
101.03,NaN
102.04,NaN
103.03,NaN
104.12,NaN
105.12,NaN
106.09,NaN
107.07,NaN
108.02,NaN
109.14,NaN
110.1,NaN
111.04,NaN
112,NaN
113.11,NaN
114.1,NaN
115.04,NaN
116,NaN
117.14,NaN
118,NaN
119.14,NaN
120.01,NaN
121.02,NaN
122.04,NaN
123.04,NaN
124.12,NaN
125.1,NaN
126.07,NaN
127.05,NaN
128.01,NaN
129,NaN
130.14,NaN
131.13,NaN
132.1,NaN
133.1,NaN
134.07,NaN
135.07,NaN
136.06,NaN
137,NaN
138,NaN
139.11,NaN
140.09,NaN
141.09,NaN
142.07,NaN
143.06,NaN
144.04,NaN
145.02,NaN
146.01,NaN
147.14,NaN
148.01,NaN
149.02,NaN
150.14,NaN
151.14,NaN
152.11,NaN
153.08,NaN
154.08,NaN
155.07,NaN
156.06,NaN
157.03,NaN
158.14,NaN
159.12,NaN
160.11,NaN
161.13,NaN
162.11,NaN
163.09,NaN
164.07,NaN
165.08,NaN
166.05,NaN
167.02,NaN
168.01,NaN
169.01,NaN
170.11,NaN
171.11,NaN
172.09,NaN
173.07,NaN
174.08,NaN
175.06,NaN
176.04,NaN
177.03,NaN
178.04,NaN
179.14,NaN
180.12,NaN
181.14,NaN
182.12,NaN
183.11,NaN
184.11,NaN
185.09,NaN
186.05,NaN
187.05,NaN
188.02,NaN
189.13,NaN
190.04,NaN
191.03,NaN
192.13,NaN
193.07,NaN
194.05,NaN
195.06,NaN
196.04,NaN
197.13,NaN
198.11,NaN
199.08,NaN
200.02,NaN
201.13,NaN
202.12,NaN
203.1,NaN
204.08,NaN
205.07,NaN
206.04,NaN
207.11,NaN
208.12,NaN
209.08,NaN
210.03,NaN
211.03,NaN
212.03,NaN
213,NaN
214.07,NaN
215.07,NaN
216.07,NaN
217.1,NaN
218.1,NaN
219.09,NaN
220.09,NaN
221.08,NaN
222.09,NaN
223.08,NaN
224.09,NaN
225.08,NaN
226.03,NaN
227.01,NaN
228.14,NaN
229.14,NaN
230.12,NaN
231.12,NaN
232.11,NaN
233.07,NaN
234.08,NaN
235.03,NaN
236.03,NaN
237.03,NaN
238.03,NaN
239.05,NaN
240.05,NaN
241.06,NaN
242.07,NaN
243.04,NaN
244.04,NaN
245.04,NaN
246.03,NaN
247.05,NaN
248.07,NaN
249.05,NaN
250.03,NaN
251.04,NaN
252.01,NaN
253,NaN
254.11,NaN
255.09,NaN
256.08,NaN
257.09,NaN
258.08,NaN
259.03,NaN
260.01,NaN
261.01,NaN
262.01,NaN
263.13,NaN
264.09,NaN
265.07,NaN
266.05,NaN
267.01,NaN
268,NaN
269.12,NaN
270.1,NaN
271.08,NaN
272.08,NaN
273.11,NaN
274.09,NaN
275.05,NaN
276.03,NaN
277.05,NaN
278.05,NaN
279.04,NaN
280.02,NaN
281,NaN
282.02,NaN
283.01,NaN
284.14,NaN
285.02,NaN
286.12,NaN
287.1,NaN
288.08,NaN
289.1,NaN
290.11,NaN
291.1,NaN
292.08,NaN
293.04,NaN
294.01,NaN
295.03,NaN
296.03,NaN
297.01,NaN
298.02,NaN
299.12,NaN
300.09,NaN
301.05,NaN
302.12,NaN
303.11,NaN
304.09,NaN
305.05,NaN
306.03,NaN
307.03,NaN
308.01,NaN
309.11,NaN
310.1,NaN
311.09,NaN
312.07,NaN
313.05,NaN
314.05,NaN
315.02,NaN
316.12,NaN
317.07,NaN
318.04,NaN
319.01,NaN
320,NaN
321.14,NaN
322.14,NaN
323.08,NaN
324.07,NaN
325.07,NaN
326.05,NaN
327.02,NaN
328.03,NaN
329.01,NaN
330,NaN
331.01,NaN
332.02,NaN
333.04,NaN
334,NaN
335.12,NaN
336.09,NaN
337.09,NaN
338.06,NaN
339.07,NaN
340.02,NaN
341.12,NaN
342.1,NaN
343.06,NaN
344.05,NaN
345.03,NaN
346.02,NaN
347,NaN
348,NaN
349,NaN
350.14,NaN
351.1,NaN
352.08,NaN
353.06,NaN
354.03,NaN
355.14,NaN
356.09,NaN
357.07,NaN
358.05,NaN
359.03,NaN
360.04,NaN
361.01,NaN
362.11,NaN
363.12,NaN
364.12,NaN
365.12,NaN
366.09,NaN
367.09,NaN
