0	0	0
1	0	-0.000976562
2	6.10352e-05	-0.00195312
3	-0.00012207	-0.00292969
4	-0.000488281	-0.00390625
5	0.00012207	-0.00488281
6	0.000305176	-0.00585937
7	0.0012207	-0.00683594
8	0.00292969	-0.0078125
9	0.000732422	-0.00878906
10	-0.000915527	-0.00976562
11	-0.000854492	-0.0107422
12	-0.000488281	-0.0117187
13	-0.00305176	-0.0126953
14	-0.00408936	-0.0136719
15	-0.00830078	-0.0146484
16	-0.015625	-0.015625
17	-0.00732422	-0.0166016
18	-0.00238037	-0.0175781
19	0.000366211	-0.0185547
20	0.00537109	-0.0195312
21	0.00354004	-0.0205078
22	0.00372314	-0.0214844
23	0.00268555	-0.0224609
24	-0.000976563	-0.0234375
25	0.00708008	-0.0244141
26	0.0137329	-0.0253906
27	0.0142822	-0.0263672
28	0.0131836	-0.0273437
29	0.0247803	-0.0283203
30	0.0300903	-0.0292969
31	0.0478516	-0.0302734
32	0.078125	-0.03125
33	0.0458984	-0.0322266
34	0.0259399	-0.0332031
35	0.0194092	-0.0341797
36	0.00732422	-0.0351562
37	0.00402832	-0.0361328
38	0.000793457	-0.0371094
39	-0.0114746	-0.0380859
40	-0.0283203	-0.0390625
41	-0.0178223	-0.0400391
42	-0.012146	-0.0410156
43	-0.0145264	-0.0419922
44	-0.0161133	-0.0429687
45	-0.0128174	-0.0439453
46	-0.0133667	-0.0449219
47	-0.00341797	-0.0458984
48	0.015625	-0.046875
49	-0.012207	-0.0478516
50	-0.0297241	-0.0488281
51	-0.041626	-0.0498047
52	-0.0610352	-0.0507812
53	-0.0560303	-0.0517578
54	-0.0587769	-0.0527344
55	-0.0549316	-0.0537109
56	-0.0400391	-0.0546875
57	-0.0759277	-0.0556641
58	-0.105408	-0.0566406
59	-0.109741	-0.0576172
60	-0.10791	-0.0585937
61	-0.155884	-0.0595703
62	-0.178894	-0.0605469
63	-0.251953	-0.0615234
64	-0.375	-0.0625
65	-0.248047	-0.0546875
66	-0.170776	-0.046875
67	-0.144775	-0.0390625
68	-0.0947266	-0.03125
69	-0.0895996	-0.0234375
70	-0.0804443	-0.015625
71	-0.0424805	-0.0078125
72	0.00585938	0
73	-0.0161133	0.0078125
74	-0.024292	0.015625
75	-0.017334	0.0234375
76	-0.0166016	0.03125
77	-0.00610352	0.0390625
78	0.0045166	0.046875
79	0.00488281	0.0546875
80	0	0.0625
81	0.0263672	0.0703125
82	0.0450439	0.078125
83	0.0632324	0.0859375
84	0.0888672	0.09375
85	0.0852051	0.101562
86	0.0924072	0.109375
87	0.0854492	0.117187
88	0.0605469	0.125
89	0.121582	0.132812
90	0.171021	0.140625
91	0.180908	0.148437
92	0.182617	0.15625
93	0.256592	0.164062
94	0.293579	0.171875
95	0.40625	0.179687
96	0.59375	0.1875
97	0.40625	0.179687
98	0.293579	0.171875
99	0.256592	0.164062
100	0.182617	0.15625
101	0.180908	0.148437
102	0.171021	0.140625
103	0.121582	0.132812
104	0.0605469	0.125
105	0.0854492	0.117187
106	0.0924072	0.109375
107	0.0852051	0.101562
108	0.0888672	0.09375
109	0.0632324	0.0859375
110	0.0450439	0.078125
111	0.0263672	0.0703125
112	0	0.0625
113	0.00488281	0.0546875
114	0.0045166	0.046875
115	-0.00610352	0.0390625
116	-0.0166016	0.03125
117	-0.017334	0.0234375
118	-0.024292	0.015625
119	-0.0161133	0.0078125
120	0.00585938	0
121	-0.0424805	-0.0078125
122	-0.0804443	-0.015625
123	-0.0895996	-0.0234375
124	-0.0947266	-0.03125
125	-0.144775	-0.0390625
126	-0.170776	-0.046875
127	-0.248047	-0.0546875
128	-0.375	-0.0625
129	-0.251953	-0.0615234
130	-0.178894	-0.0605469
131	-0.155884	-0.0595703
132	-0.10791	-0.0585937
133	-0.109741	-0.0576172
134	-0.105408	-0.0566406
135	-0.0759277	-0.0556641
136	-0.0400391	-0.0546875
137	-0.0549316	-0.0537109
138	-0.0587769	-0.0527344
139	-0.0560303	-0.0517578
140	-0.0610352	-0.0507812
141	-0.041626	-0.0498047
142	-0.0297241	-0.0488281
143	-0.012207	-0.0478516
144	0.015625	-0.046875
145	-0.00341797	-0.0458984
146	-0.0133667	-0.0449219
147	-0.0128174	-0.0439453
148	-0.0161133	-0.0429687
149	-0.0145264	-0.0419922
150	-0.012146	-0.0410156
151	-0.0178223	-0.0400391
152	-0.0283203	-0.0390625
153	-0.0114746	-0.0380859
154	0.000793457	-0.0371094
155	0.00402832	-0.0361328
156	0.00732422	-0.0351562
157	0.0194092	-0.0341797
158	0.0259399	-0.0332031
159	0.0458984	-0.0322266
160	0.078125	-0.03125
161	0.0478516	-0.0302734
162	0.0300903	-0.0292969
163	0.0247803	-0.0283203
164	0.0131836	-0.0273437
165	0.0142822	-0.0263672
166	0.0137329	-0.0253906
167	0.00708008	-0.0244141
168	-0.000976563	-0.0234375
169	0.00268555	-0.0224609
170	0.00372314	-0.0214844
171	0.00354004	-0.0205078
172	0.00537109	-0.0195312
173	0.000366211	-0.0185547
174	-0.00238037	-0.0175781
175	-0.00732422	-0.0166016
176	-0.015625	-0.015625
177	-0.00830078	-0.0146484
178	-0.00408936	-0.0136719
179	-0.00305176	-0.0126953
180	-0.000488281	-0.0117187
181	-0.000854492	-0.0107422
182	-0.000915527	-0.00976562
183	0.000732422	-0.00878906
184	0.00292969	-0.0078125
185	0.0012207	-0.00683594
186	0.000305176	-0.00585937
187	0.00012207	-0.00488281
188	-0.000488281	-0.00390625
189	-0.00012207	-0.00292969
190	6.10352e-05	-0.00195312
191	0	-0.000976562
192	0	0
193	0	0
194	0	0
195	0	0
196	0	0
197	0	0
198	0	0
199	0	0
200	0	0
201	0	0
202	0	0
203	0	0
204	0	0
205	0	0
206	0	0
207	0	0
208	0	0
209	0	0
210	0	0
211	0	0
212	0	0
213	0	0
214	0	0
215	0	0
216	0	0
217	0	0
218	0	0
219	0	0
220	0	0
221	0	0
222	0	0
223	0	0
224	0	0
225	0	0
226	0	0
227	0	0
228	0	0
229	0	0
230	0	0
231	0	0
232	0	0
233	0	0
234	0	0
235	0	0
236	0	0
237	0	0
238	0	0
239	0	0
240	0	0
241	0	0
242	0	0
243	0	0
244	0	0
245	0	0
246	0	0
247	0	0
248	0	0
249	0	0
250	0	0
251	0	0
252	0	0
253	0	0
254	0	0
255	0	0
