0.01876,164
0.04077,160
0.056664,160
0.073578,164
0.089937,173
0.1065,183
0.12214,176
0.14015,185
0.15579,187
0.17334,180
0.18897,183
0.20704,217
0.22267,203
0.23931,220
0.25538,232
0.27325,243
0.28889,278
0.3061,305
0.32174,327
0.33907,331
0.35493,365
0.37258,401
0.38821,444
0.40621,521
0.42185,588
0.43889,665
0.45509,734
0.47402,759
0.48966,759
0.5062,760
0.52184,759
0.53957,759
0.55527,759
0.57502,759
0.59066,759
0.60632,759
0.62196,759
0.6376,759
0.65323,760
0.66888,759
0.68451,760
0.70016,743
0.71579,607
0.73143,467
0.74706,365
0.76427,293
0.77991,237
0.79719,201
0.81377,178
0.83174,164
0.84737,155
0.86499,148
0.88062,145
0.89838,142
0.91408,147
0.93165,153
0.94729,160
0.96482,177
0.98046,177
0.99784,179
1.0135,188
1.0309,187
1.0471,185
1.0656,194
1.0813,204
1.0988,207
1.1145,217
1.1314,225
1.1471,260
1.1652,271
1.1808,271
1.1988,280
1.2144,284
1.2315,301
1.2471,326
1.2645,328
1.2801,339
1.2976,369
1.3133,400
1.3306,412
1.3463,443
1.364,475
1.3797,506
1.397,532
1.4129,553
1.4301,561
1.446,587
1.4633,627
1.4792,688
1.4969,749
1.5129,760
1.5299,759
1.5458,759
1.5639,759
1.5795,759
1.5964,759
1.6121,759
1.6298,758
1.6454,760
1.6651,569
1.6808,432
1.6964,340
1.7121,276
1.7277,223
1.7433,183
1.759,159
1.7746,142
1.7902,130
1.8059,112
1.8215,101
1.8372,95
1.8567,88
1.8723,93
1.8934,101
1.9139,100
1.9345,102
1.9552,103
1.9756,110
1.9964,113
2.0169,107
2.0375,111
2.0581,128
2.0787,116
2.0992,124
2.1199,133
2.1403,156
2.1596,179
2.1779,200
2.1935,206
2.2103,215
2.2263,218
2.2443,233
2.2599,238
2.2772,251
2.2928,256
2.3101,264
2.3263,273
2.3445,281
2.3603,293
2.3772,300
2.3932,312
2.4104,319
2.4263,339
2.4435,356
2.4594,383
2.4768,422
2.4925,452
2.5108,494
2.5264,510
2.5438,479
2.5594,405
2.5771,327
2.5928,264
2.6112,205
2.6276,174
2.6432,161
2.6589,149
2.6745,136
2.6902,131
2.7058,135
2.7214,124
2.7371,119
2.7527,116
2.7683,117
2.784,122
2.7996,122
2.816,116
2.8325,118
2.8482,120
2.8638,125
2.8794,124
2.8951,123
2.9107,132
2.9264,135
2.942,136
2.9576,141
2.9733,145
2.9889,154
3.0045,153
3.0202,178
3.0367,176
3.0529,177
3.0685,190
3.0861,200
3.1017,204
3.1186,210
3.1343,216
3.1525,237
3.1682,262
3.1852,289
3.2013,359
3.2203,389
3.2359,458
3.2532,553
3.2697,646
3.2869,759
3.3026,760
3.3197,758
3.3354,760
3.353,759
3.3693,759
3.3868,759
3.4026,760
