0.019408,131
0.054842,95
0.070489,78
0.086133,65
0.10176,58
0.12199,50
0.13763,45
0.15327,44
0.16894,47
0.19073,64
0.21059,61
0.22623,59
0.24187,59
0.25751,58
0.27316,57
0.28883,60
0.30448,70
0.32011,75
0.33574,91
0.35138,106
0.36702,130
0.38267,164
0.39832,202
0.41396,244
0.42964,295
0.44528,355
0.46091,413
0.47657,477
0.49222,534
0.51323,628
0.53385,704
0.54948,751
0.56513,761
0.58077,761
0.59642,761
0.61206,761
0.6277,760
0.64334,761
0.65898,761
0.67461,761
0.69028,762
0.70592,761
0.72156,761
0.73721,761
0.75284,761
0.76849,761
0.78415,761
0.79982,761
0.81855,761
0.83419,760
0.85037,761
0.86601,759
0.88372,648
0.89937,486
0.9164,344
0.93213,252
0.95025,179
0.96589,135
0.98383,102
0.99946,81
1.0173,66
1.0333,56
1.0503,49
1.0662,48
1.0838,49
1.0995,57
1.117,69
1.1326,77
1.1505,83
1.1661,87
1.183,94
1.1989,97
1.2145,99
1.2316,101
1.248,107
1.2668,113
1.2824,115
1.2981,126
1.3137,138
1.3349,149
1.3555,184
1.3771,215
1.3989,218
1.4193,242
1.4371,269
1.4535,293
1.4705,312
1.4862,330
1.5044,367
1.52,402
1.5375,429
1.5531,465
1.5709,488
1.5866,522
1.6035,567
1.6191,613
1.6371,661
1.6527,711
1.67,761
1.6857,762
1.7029,761
1.719,761
1.7366,761
1.7522,761
1.7697,761
1.7853,761
1.8032,761
1.8189,761
1.8364,761
1.8521,761
1.8704,723
1.8861,570
1.9032,411
1.9206,296
1.937,219
1.9526,170
1.9693,134
1.9857,110
2.0051,89
2.0208,77
2.0365,69
2.0521,62
2.0677,59
2.0834,60
2.099,60
2.1147,62
2.1303,62
2.1459,63
2.1616,64
2.1772,68
2.1928,70
2.2085,73
2.2241,80
2.2398,86
2.2554,96
2.2711,100
2.288,113
2.3036,128
2.3206,155
2.3364,177
2.3541,197
2.3697,228
2.387,244
2.4027,278
2.4184,305
2.4389,352
2.4546,392
2.4702,402
2.4858,433
2.5064,497
2.527,561
2.5478,613
2.5683,667
2.5889,732
2.6096,761
2.6303,761
2.6474,761
2.663,761
2.6802,762
2.6959,761
2.7143,762
2.7299,761
2.7468,761
2.7626,761
2.7801,760
2.7958,760
2.8138,761
2.8295,761
2.8477,760
2.8635,761
2.8804,761
2.8965,760
2.9145,761
2.9301,762
2.9477,704
2.9634,514
2.9809,363
2.9966,265
3.0132,192
3.0291,145
3.0467,109
3.0626,85
3.0802,67
3.0959,56
3.1131,48
3.129,43
3.1466,38
3.1622,36
3.18,34
3.1956,32
3.2125,32
3.2289,31
3.2462,31
3.2618,30
3.2794,31
3.295,32
3.3129,37
3.3285,48
3.3452,71
3.3612,95
3.3786,118
3.3942,148
3.412,168
3.4278,203
3.4447,234
3.4605,272
3.479,309
3.4946,356
3.5115,415
3.5272,465
3.5453,519
3.567,584
3.601,715
3.6182,761
3.6343,761
3.6521,760
3.6677,761
3.6888,762
3.7045,761
3.7247,761
3.746,761
3.7681,762
3.7893,761
3.8098,762
3.8304,761
3.8511,761
3.8738,761
3.8943,762
3.9158,761
3.9374,761
3.9592,754
3.9795,535
4.0006,354
4.0167,268
4.0324,204
4.0481,160
4.0716,124
4.0872,107
4.1029,91
4.1186,80
4.1342,77
4.1499,72
4.1655,70
4.1812,71
4.1968,80
4.2159,82
4.232,88
4.2476,94
4.2632,100
4.2789,102
4.2945,103
4.3102,118
4.3258,116
4.3415,123
4.3571,127
4.3727,145
4.3889,148
4.4046,159
4.4219,171
4.4376,186
4.4557,213
4.4714,227
4.4887,251
4.5044,281
4.5219,299
4.5375,321
4.5554,357
4.5711,381
4.5881,415
4.6039,459
4.6243,528
4.64,568
4.6556,604
4.6761,666
4.6917,705
4.7138,750
4.7343,761
4.7548,762
4.7754,761
4.795,761
4.8106,720
4.8262,587
4.8474,389
4.8678,259
4.885,187
4.9007,143
4.9181,106
4.9337,84
4.9521,65
4.9677,56
4.9859,47
5.0016,42
5.0195,39
5.0352,38
